code,std1,std3,std4,std8,,,,,
005121.OF,9.350492596,7.214451853,9.349989447,8.086347369,,,,,
005128.OF,13.16166114,13.16335714,13.15913097,13.25804453,,,,,
005140.OF,10.70917494,9.592454892,10.69534785,10.30725464,,,,,
005144.OF,12.29671641,11.10444537,12.28512388,11.71406608,,,,,
005159.OF,7.948974432,7.661452446,7.950007266,8.036934602,,,,,
005166.OF,12.95625092,11.65102521,12.95659088,10.93203856,,,,,
005167.OF,14.46630367,13.33888805,14.4694423,13.42761416,,,,,
005177.OF,8.957775837,8.80231718,8.959435772,8.574920221,,,,,
005212.OF,5.97851679,5.855527061,5.975327035,6.173176577,,,,,
005252.OF,14.45417714,14.18505401,14.46136882,14.80926135,,,,,
005271.OF,14.20536238,13.36414214,14.19008907,13.69780148,,,,,
005274.OF,7.807189886,6.797496038,7.815174937,7.44569067,,,,,
005291.OF,12.22853382,10.69332174,12.22476851,11.3024226,,,,,
005305.OF,7.927662119,7.627388931,8.026701068,8.287977012,,,,,
005317.OF,9.557190504,8.9769434,9.552009932,9.446267669,,,,,
005329.OF,10.63285561,10.81356417,10.63190147,10.37133672,,,,,
005397.OF,8.06245424,7.344158293,8.045142224,8.058135545,,,,,
005416.OF,7.523358602,8.456760739,7.522166319,8.561792313,,,,,
005522.OF,8.123432232,8.468435031,8.103023517,8.991253088,,,,,
005523.OF,3.001566335,2.683545501,3.000845641,2.868128356,,,,,
005552.OF,11.86398808,11.60590803,11.86549883,11.37008274,,,,,
005579.OF,18.69200842,17.95293824,18.70684864,17.58956746,,,,,
005652.OF,5.936273329,5.628155411,5.93933962,5.938033957,,,,,
005656.OF,6.530373546,6.326556462,6.523152854,6.297843183,,,,,
005664.OF,6.563950473,5.868766932,6.570065959,5.752022444,,,,,
005678.OF,12.56809838,12.36555714,12.57168962,12.59451822,,,,,
005679.OF,14.06570936,14.31158739,14.06485337,14.37464321,,,,,
005686.OF,8.994190079,8.171121085,8.981036226,8.926720766,,,,,
005706.OF,4.520120027,5.339694819,4.530667372,5.454527559,,,,,
005746.OF,6.63629055,5.663569268,6.631602855,6.582367435,,,,,
005750.OF,6.859407371,6.794488613,6.873023543,6.918572506,,,,,
005823.OF,3.545307162,3.419245566,3.537285928,3.691596345,,,,,
005843.OF,16.34697847,16.63731011,16.34664836,16.56781725,,,,,
005886.OF,9.614033523,7.866328382,9.615487504,8.894200534,,,,,
005906.OF,10.00363907,9.384269807,9.999992248,10.03111382,,,,,
005943.OF,7.46448298,6.681859703,7.45920889,7.651733591,,,,,
006004.OF,8.814892434,8.385536371,8.817128688,8.663700608,,,,,
006059.OF,4.151921394,2.821881562,4.141073619,3.211898426,,,,,
006061.OF,9.436863663,9.124461386,9.427220918,9.400362918,,,,,
006114.OF,6.354907121,6.217100749,6.348875167,6.413242243,,,,,
006140.OF,12.03765713,11.62787924,12.02696284,11.6274478,,,,,
006174.OF,6.05068979,6.231274415,6.070069958,5.978664144,,,,,
006188.OF,10.47482696,9.978043702,10.47288861,9.861721146,,,,,
006207.OF,8.683159196,8.657897934,8.679861419,8.476875231,,,,,
006353.OF,5.561848883,5.723458013,5.56487001,5.795170636,,,,,
006398.OF,10.22126363,9.40618712,10.22072186,10.09801567,,,,,
006459.OF,6.035461022,5.864403998,6.034916071,6.009223377,,,,,
006466.OF,4.898969234,4.412778154,4.902558473,4.602756488,,,,,
006500.OF,19.66836363,19.42749157,19.66491697,19.23695928,,,,,
006535.OF,16.94220812,16.83317572,16.93277584,16.7971118,,,,,
006638.OF,13.47352972,11.71847078,13.47214994,12.76506405,,,,,
006654.OF,14.7825146,14.84027966,14.7791919,14.81396635,,,,,
006738.OF,8.259220593,7.342630103,8.258392928,7.484383452,,,,,
006832.OF,5.770157364,5.4640749,5.771146287,5.492362476,,,,,
006839.OF,15.59811305,15.80474722,15.59878713,15.55523036,,,,,
006854.OF,11.60550136,10.93267214,11.60677324,11.45956852,,,,,
006896.OF,13.8371784,12.50909373,13.83149402,13.626041,,,,,
006952.OF,3.913912834,4.211934798,3.926110023,4.367681733,,,,,
006973.OF,9.422065006,9.320841958,9.418046048,8.959454879,,,,,
006974.OF,8.062355042,7.963035833,8.061962952,7.804227288,,,,,
007128.OF,6.655654281,6.268578585,6.645836758,6.493228439,,,,,
007266.OF,15.11897552,13.93118538,15.10661921,14.3296074,,,,,
007282.OF,10.83272664,10.69037697,10.84519906,10.45429321,,,,,
007318.OF,4.89599442,4.675244238,4.899941022,4.563575641,,,,,
007385.OF,7.767397796,7.419386655,7.75312063,7.577488031,,,,,
007415.OF,5.372587139,5.003520332,5.380233731,5.073362097,,,,,
007712.OF,5.559712145,4.99698532,5.563692761,5.633235708,,,,,
007725.OF,8.082930661,8.296848135,8.066416959,8.24614589,,,,,
007752.OF,9.249372886,8.504589026,9.238447177,9.044358331,,,,,
007767.OF,17.11993938,16.96137276,17.11616066,16.87530656,,,,,
007781.OF,18.82815704,18.35526089,18.82800636,18.84672166,,,,,
007879.OF,10.48806306,10.48073893,10.48659641,10.47397068,,,,,
007884.OF,6.383666166,5.924726906,6.38087423,6.085362754,,,,,
020002.OF,7.315143519,6.759093152,7.319851736,6.885058074,,,,,
020033.OF,6.872499465,7.57914882,6.870352243,7.555562231,,,,,
040009.OF,13.80145932,13.24037927,13.80012468,13.27311019,,,,,
040012.OF,11.59775275,10.8831826,11.59249602,11.21928762,,,,,
040019.OF,3.740805412,3.679885589,3.74194857,3.608969781,,,,,
040036.OF,3.62421119,4.467686459,3.628375768,4.10301942,,,,,
050006.OF,12.39842014,12.4326255,12.39867724,12.59463326,,,,,
050016.OF,6.002321228,5.758606071,6.003948499,5.907236602,,,,,
050023.OF,9.438838431,9.144320687,9.435200116,9.486003329,,,,,
070015.OF,6.56701823,6.265134307,6.57431165,6.278860837,,,,,
070020.OF,5.206889049,4.586385584,5.205049933,4.795779395,,,,,
080003.OF,7.651202486,7.233767232,7.649913318,7.295789528,,,,,
090002.OF,3.792861085,3.533926621,3.792780617,3.605157664,,,,,
090006.OF,5.009028455,4.768011398,5.01430986,4.826637613,,,,,
100018.OF,8.507026547,8.436175142,8.503817368,8.376133413,,,,,
100035.OF,5.000104511,4.621779346,5.000479348,4.718429643,,,,,
110007.OF,6.679533043,5.923064085,6.672411811,6.287452459,,,,,
110017.OF,7.565543771,7.916276864,7.559429254,7.760212496,,,,,
110027.OF,5.635547549,5.292197071,5.631583808,5.361994372,,,,,
110035.OF,11.14333072,10.77615018,11.14297904,11.00485541,,,,,
121009.OF,5.034329941,4.749271759,5.041059098,4.774381976,,,,,
121012.OF,4.743014655,4.749611665,4.742383407,4.545983699,,,,,
151002.OF,5.730452644,5.610225939,5.723720462,5.745217439,,,,,
160220.OF,5.514377243,5.183706976,5.527103134,5.131952979,,,,,
160323.OF,6.685281843,6.639278095,6.676295607,6.503957171,,,,,
160513.OF,8.93191552,9.130756968,8.937938603,8.536279167,,,,,
160524.OF,16.84628611,15.69885458,16.84885216,16.25597111,,,,,
160612.OF,4.132062051,4.059820437,4.133402913,4.294246281,,,,,
160622.OF,2.43734619,2.217289766,2.437830674,2.385111061,,,,,
161010.OF,7.939868489,7.358263005,7.940391703,7.712001137,,,,,
161015.OF,3.475764162,3.532596649,3.477117235,3.528583647,,,,,
161019.OF,5.698483495,5.779729081,5.703156684,5.75904356,,,,,
161115.OF,7.927778231,7.148131388,7.931109737,7.62333987,,,,,
161216.OF,4.276555679,3.961720135,4.270268531,4.15071132,,,,,
161505.OF,8.547907588,8.472390025,8.549510528,8.634886703,,,,,
161603.OF,16.02669143,15.95814668,16.03249219,15.97026372,,,,,
161618.OF,16.85302354,15.9894453,16.8586182,16.51793238,,,,,
161626.OF,6.241200684,5.704040836,6.24991463,5.921089471,,,,,
161722.OF,7.20096709,7.261429869,7.205341592,7.408208163,,,,,
162205.OF,7.027719739,6.220065757,7.024113105,6.17735704,,,,,
162210.OF,9.948608225,8.225234228,9.927548855,9.428370872,,,,,
162215.OF,17.02131332,15.00228812,17.02058412,16.22862507,,,,,
162414.OF,8.286790947,7.653500783,8.280410293,7.953498581,,,,,
162712.OF,5.981914264,6.229773175,5.982031658,6.200877596,,,,,
163003.OF,16.80850551,16.06119953,16.80756072,15.97710329,,,,,
163806.OF,4.64095959,4.39679878,4.644156177,4.675309059,,,,,
163811.OF,4.584794458,4.466204124,4.587948932,4.467751964,,,,,
163819.OF,7.66396802,6.945277253,7.663576018,7.239415111,,,,,
163825.OF,5.259699456,5.229140841,5.265614861,5.370916728,,,,,
164105.OF,4.695996708,4.512802407,4.697284321,4.559912708,,,,,
164208.OF,8.953748924,9.371196968,8.95631413,8.935724978,,,,,
164606.OF,13.81096657,13.86897324,13.81542794,13.67124156,,,,,
164808.OF,5.570154219,5.402189162,5.573073037,5.454609928,,,,,
165311.OF,7.648234061,8.645550207,7.678924931,7.911944818,,,,,
165526.OF,4.78839273,4.394835329,4.792884239,4.515960825,,,,,
166010.OF,9.930211467,9.079498421,9.927664814,8.923633528,,,,,
166105.OF,15.30154616,14.59184753,15.30089461,14.56756051,,,,,
167003.OF,13.05239607,12.26527878,13.03704291,12.51038654,,,,,
169106.OF,7.046181728,6.186276639,7.045159962,6.864279312,,,,,
180015.OF,5.651057963,5.714056755,5.651175533,5.343235395,,,,,
180025.OF,4.282719025,4.782616371,4.281563466,4.335754614,,,,,
202101.OF,2.568501913,2.979359627,2.573406232,2.851856182,,,,,
202102.OF,8.268089544,8.015618887,8.269096491,8.037373562,,,,,
202105.OF,3.897877081,3.20390244,3.890502809,3.206938842,,,,,
206003.OF,4.54726583,3.996209346,4.551794709,4.147547997,,,,,
206008.OF,5.830845561,5.384154991,5.827956514,5.453651582,,,,,
206018.OF,3.365484356,3.279720684,3.365281682,3.460206858,,,,,
210006.OF,10.97796333,9.107503638,10.9754709,9.445881285,,,,,
210007.OF,6.853028489,7.277119007,6.845925044,7.069682352,,,,,
210010.OF,8.897993208,6.518296041,8.898177439,7.907061021,,,,,
213007.OF,14.9352055,13.64270632,14.95709896,14.2215201,,,,,
217008.OF,6.06579608,5.716851366,6.066293051,5.747873469,,,,,
217023.OF,6.101065576,5.640806175,6.099811228,6.130394231,,,,,
217024.OF,8.839654541,8.11148802,8.840301164,8.487036309,,,,,
233005.OF,4.976820674,4.97532329,4.978002007,4.957463877,,,,,
233012.OF,4.808276414,4.186614718,4.808544591,4.778102343,,,,,
240003.OF,4.790807171,4.416054236,4.792911684,4.760242418,,,,,
240012.OF,14.9796383,13.93739641,14.98137196,14.66684852,,,,,
253010.OF,15.97904698,15.77464477,15.98292413,15.81911586,,,,,
253060.OF,10.49691921,10.36902154,10.49864233,10.63340456,,,,,
270029.OF,3.621724277,3.261706924,3.621182094,3.511569848,,,,,
310508.OF,7.260989178,6.936890298,7.246211188,7.038926084,,,,,
320021.OF,13.36042895,13.36208941,13.37040339,13.60845461,,,,,
340009.OF,3.291354671,3.366511238,3.2940079,3.267560269,,,,,
350006.OF,16.20165553,15.55087751,16.18402658,15.32161436,,,,,
360008.OF,6.872388514,6.245273519,6.878423248,6.353110367,,,,,
371020.OF,8.141520516,7.790407471,8.156554465,8.115375732,,,,,
372010.OF,11.31850609,10.12234364,11.31298492,11.3912204,,,,,
380009.OF,7.81461415,7.461823096,7.809484972,7.707493088,,,,,
395001.OF,9.124448578,8.115098295,9.119886028,8.405955383,,,,,
395011.OF,10.91663752,9.528561746,10.91278835,10.2215721,,,,,
400016.OF,5.850906626,5.616959107,5.838911863,5.458385629,,,,,
400027.OF,4.432382441,3.947351443,4.432541415,4.332198983,,,,,
410004.OF,4.102984164,4.08875535,4.097404356,4.086348521,,,,,
420002.OF,7.300344133,7.134897742,7.291671679,7.162145969,,,,,
420008.OF,15.25616775,15.81068198,15.25991216,15.30265212,,,,,
420009.OF,4.227821502,3.858186466,4.226780389,4.074391955,,,,,
450005.OF,6.631674244,6.805563718,6.628671719,6.473356548,,,,,
450018.OF,7.597523052,7.15671957,7.593780856,7.472173878,,,,,
470010.OF,7.204105371,7.330226891,7.205658572,7.246948672,,,,,
470018.OF,5.136104426,4.982368103,5.133890004,4.955890178,,,,,
470088.OF,7.108690699,7.17210769,7.108487353,7.099511396,,,,,
485105.OF,4.403681082,4.250648154,4.422232359,4.102648472,,,,,
485107.OF,6.158096684,5.580067284,6.158975961,5.731614714,,,,,
485111.OF,8.62533375,8.399267456,8.623915971,8.69579286,,,,,
501000.OF,9.947540445,9.218483094,9.945302176,10.2717019,,,,,
501017.OF,5.538515225,4.852289714,5.542752953,4.909814528,,,,,
501027.OF,5.395443717,5.15868184,5.389476825,4.958483472,,,,,
501039.OF,12.25400373,11.49396472,12.25984993,11.80899547,,,,,
501041.OF,16.30684599,15.28069675,16.30741339,16.35676092,,,,,
501053.OF,7.639574459,5.473734153,7.638272657,7.318221374,,,,,
519007.OF,4.697069927,5.328799306,4.686400535,5.482240326,,,,,
519023.OF,13.3186526,12.31525659,13.3225946,12.04867815,,,,,
519030.OF,5.610291544,5.107347888,5.606649991,5.317531035,,,,,
519050.OF,6.397746913,6.400183573,6.39505251,6.317593669,,,,,
519061.OF,14.91173788,14.90823763,14.91774576,14.40970033,,,,,
519127.OF,4.725328691,4.635318801,4.747969082,4.673167951,,,,,
519134.OF,10.54271676,9.812623029,10.54821847,10.90236715,,,,,
519160.OF,8.697636084,8.267643021,8.698999681,8.778705285,,,,,
519162.OF,13.06154999,11.82242373,13.04997165,12.45585589,,,,,
519175.OF,8.028243444,8.791390979,8.047417911,8.225016293,,,,,
519186.OF,6.251270819,6.114632142,6.253103488,5.983223871,,,,,
519197.OF,9.533610058,10.78872877,9.538597104,10.45125818,,,,,
519222.OF,8.101964637,8.459466244,8.099146107,8.712711664,,,,,
519229.OF,4.846174291,4.462391107,4.840549872,4.406293366,,,,,
519616.OF,6.985949956,6.847375114,6.981786788,6.858584295,,,,,
519625.OF,6.496214348,6.448843402,6.495533192,6.44754459,,,,,
519627.OF,6.895991393,7.092398339,6.895985553,7.129793156,,,,,
519652.OF,8.773733664,8.736489879,8.791680218,8.211220676,,,,,
519660.OF,17.21381682,16.28563466,17.21361309,16.31768171,,,,,
519666.OF,18.12898929,17.53644614,18.13854408,18.16133957,,,,,
519676.OF,6.789531988,7.036621884,6.790729015,7.069062312,,,,,
519680.OF,2.860207689,3.01789101,2.867103517,2.927355068,,,,,
519683.OF,11.45049848,10.92394432,11.44925209,11.01164415,,,,,
519726.OF,7.148170862,5.978096279,7.146326987,6.326763061,,,,,
519730.OF,5.693263227,6.411481957,5.68964162,6.107120932,,,,,
519733.OF,7.480172495,6.402316754,7.470900634,7.439497542,,,,,
519738.OF,2.939590062,3.141904579,2.941087533,3.21172618,,,,,
519752.OF,4.231283176,4.408390074,4.23244419,4.350524294,,,,,
519753.OF,5.437712992,5.310924048,5.421655979,5.77780815,,,,,
519755.OF,4.048458192,4.162083816,4.049500653,4.153821923,,,,,
519766.OF,3.423244388,3.334883694,3.429712427,3.364952731,,,,,
519768.OF,3.110121167,3.290437116,3.111381945,3.232322262,,,,,
519770.OF,2.911162917,3.37759932,2.91283496,3.251719616,,,,,
519933.OF,5.763978063,5.118885914,5.766653143,5.408119729,,,,,
519963.OF,10.53915317,11.01065943,10.52281599,11.0771667,,,,,
519989.OF,5.376205713,4.566945978,5.362881477,4.853791435,,,,,
530008.OF,6.291120739,6.506356565,6.293046999,6.470118648,,,,,
530009.OF,12.31892764,11.82696957,12.30251916,12.15956808,,,,,
540001.OF,5.018358451,4.884554162,5.017390662,5.046458945,,,,,
550004.OF,1.953085053,2.233522057,1.952757394,2.293027946,,,,,
573003.OF,11.16271016,11.13365804,11.15346121,11.27149845,,,,,
610008.OF,12.69633059,11.56878181,12.69008973,11.82932968,,,,,
620003.OF,5.238372153,5.071264439,5.239512025,5.108305802,,,,,
630003.OF,9.187234557,9.039784944,9.192422898,9.126251622,,,,,
630007.OF,9.322435084,8.592957794,9.331321176,9.058986366,,,,,
630009.OF,7.954628493,7.67066016,7.972198381,7.817624552,,,,,
660009.OF,5.637391097,5.572454516,5.6379696,5.666335446,,,,,
675081.OF,3.840338851,3.597076556,3.840048271,3.598768535,,,,,
690002.OF,4.791593476,4.807352484,4.786421413,5.020193957,,,,,
720003.OF,11.18315675,10.45229926,11.19686615,10.88873485,,,,,
750002.OF,14.93691555,14.0444517,14.93603541,14.50198293,,,,,
952024.OF,8.745417567,8.935374412,8.744911816,8.496245532,,,,,
mean,8.10119092,7.82243863,8.102039096,7.981870962,,,,,
max,24.19596458,22.6723779,24.19387361,22.77381778,,,,,
min,1.865222128,1.948979449,1.864341832,1.956866439,,,,,
median,7.307743826,7.061866721,7.313417499,7.275205282,,,,,
std,3.775049878,3.630509777,3.772826279,3.699210643,,,,,
